DATAFLOW,LAST UPDATE,freq,unit,schedule,tra_cov,tra_meas,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HR,2023-03,88233,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HR,2023-04,165783,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HR,2023-05,276628,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HR,2023-06,410448,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HR,2023-07,555102,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HR,2023-08,524279,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HR,2023-09,426232,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HR,2023-10,243434,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HR,2023-11,85418,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HR,2023-12,78384,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HR,2024-01,72178,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HU,2022-11,371804,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HU,2022-12,396117,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HU,2023-01,373880,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HU,2023-02,367792,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HU,2023-03,428776,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HU,2023-04,462545,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HU,2023-05,465970,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HU,2023-06,511939,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HU,2023-07,579442,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HU,2023-08,583997,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HU,2023-09,532938,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HU,2023-10,508222,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HU,2023-11,426179,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,HU,2023-12,453202,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IE,2022-11,1342960,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IE,2022-12,1355514,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IE,2023-01,1222929,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IE,2023-02,1212750,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IE,2023-03,1485551,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IE,2023-04,1627422,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IE,2023-05,1677047,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IE,2023-06,1812761,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IE,2023-07,1922474,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IE,2023-08,1968920,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IE,2023-09,1694072,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IE,2023-10,1678394,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IT,2022-11,2473177,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IT,2022-12,2638137,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IT,2023-01,2649423,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IT,2023-02,2548726,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IT,2023-03,3150092,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IT,2023-04,3712832,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IT,2023-05,4055315,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IT,2023-06,4571009,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IT,2023-07,5093688,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IT,2023-08,5278003,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IT,2023-09,4913084,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IT,2023-10,4399264,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IT,2023-11,3091692,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,IT,2023-12,3263233,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LT,2022-11,160597,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LT,2022-12,149166,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LT,2023-01,151292,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LT,2023-02,152384,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LT,2023-03,171034,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LT,2023-04,212801,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LT,2023-05,229934,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LT,2023-06,215724,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LT,2023-07,220670,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LT,2023-08,221794,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LT,2023-09,215895,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LT,2023-10,242861,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LT,2023-11,156192,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LT,2023-12,142364,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LT,2024-01,133809,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LT,2024-02,129124,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LU,2022-11,68263,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LU,2022-12,68368,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LU,2023-01,58249,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LU,2023-02,64388,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LU,2023-03,72294,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LU,2023-04,92971,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LU,2023-05,86660,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LU,2023-06,81912,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LU,2023-07,90669,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LU,2023-08,96074,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LU,2023-09,86486,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LU,2023-10,93534,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LU,2023-11,72332,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LU,2023-12,75163,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LV,2022-11,124041,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LV,2022-12,130881,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LV,2023-01,124926,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LV,2023-02,118048,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LV,2023-03,138640,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LV,2023-04,155700,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LV,2023-05,176174,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LV,2023-06,181932,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LV,2023-07,194797,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LV,2023-08,189990,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LV,2023-09,174190,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LV,2023-10,184347,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LV,2023-11,128348,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,LV,2023-12,135752,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,MT,2022-11,123120,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,MT,2022-12,117212,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,MT,2023-01,99892,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,MT,2023-02,104296,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,MT,2023-03,142674,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,MT,2023-04,192751,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,MT,2023-05,199557,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,MT,2023-06,215242,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,MT,2023-07,229286,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,MT,2023-08,237684,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,MT,2023-09,224643,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,MT,2023-10,213099,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,MT,2023-11,154706,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,MT,2023-12,142338,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,NL,2022-11,2331106,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,NL,2022-12,2443469,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,NL,2023-01,2314031,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,NL,2023-02,2179751,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,NL,2023-03,2610926,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,NL,2023-04,2815812,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,NL,2023-05,3007946,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,NL,2023-06,3049260,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,NL,2023-07,3262312,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,NL,2023-08,3305139,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,NL,2023-09,3083154,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,NL,2023-10,3145064,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,NL,2023-11,2667206,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,NL,2023-12,2825893,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,NL,2024-01,2627547,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,NL,2024-02,2601074,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PL,2022-11,1208722,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PL,2022-12,1288359,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PL,2023-01,1271102,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PL,2023-02,1239980,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PL,2023-03,1355953,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PL,2023-04,1486218,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PL,2023-05,1780188,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PL,2023-06,2056220,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PL,2023-07,2314524,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PL,2023-08,2339442,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PL,2023-09,2169769,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PL,2023-10,1877904,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PL,2023-11,1390892,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PL,2023-12,1466178,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PT,2022-11,1441051,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PT,2022-12,1481982,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PT,2023-01,1213110,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PT,2023-02,1406812,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PT,2023-03,1679023,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PT,2023-04,2059873,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PT,2023-05,2172703,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PT,2023-06,2320445,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PT,2023-07,2641008,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PT,2023-08,2656923,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PT,2023-09,2461660,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PT,2023-10,2304029,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PT,2023-11,1593483,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PT,2023-12,1664425,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,PT,2024-01,1544909,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,RO,2022-11,459835,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,RO,2022-12,476862,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,RO,2023-01,487420,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,RO,2023-02,449179,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,RO,2023-03,505562,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,RO,2023-04,581691,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,RO,2023-05,579416,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,RO,2023-06,661808,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,RO,2023-07,717696,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,RO,2023-08,753831,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,RO,2023-09,679773,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SE,2022-11,534244,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SE,2022-12,555554,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SE,2023-01,542818,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SE,2023-02,497415,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SE,2023-03,588647,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SE,2023-04,610509,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SE,2023-05,654211,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SE,2023-06,726078,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SE,2023-07,814921,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SE,2023-08,748453,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SE,2023-09,637202,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SE,2023-10,636327,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SE,2023-11,539658,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SI,2022-11,37485,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SI,2022-12,36337,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SI,2023-01,34554,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SI,2023-02,41702,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SI,2023-03,48192,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SI,2023-04,54163,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SI,2023-05,62518,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SI,2023-06,67820,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SI,2023-07,79861,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SI,2023-08,81838,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SI,2023-09,77041,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SI,2023-10,69224,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SI,2023-11,56701,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SI,2023-12,56124,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SK,2022-11,47259,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SK,2022-12,48279,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SK,2023-01,49180,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SK,2023-02,47276,
ESTAT:TTR00016(1.0),06/05/24 23:00:00,M,PAS,TOT,INTL_XEU27_2020,PAS_CRD,SK,2023-03,57773,
